year,region,district,constituency,winner_party,margin,n_cand,tier
2020,Southern,Thyolo,(Thekerani),DPP,0.9449550206661804,3,safe
2020,Southern,Thyolo,Thyolo Central,DPP,0.848084613765523,3,safe
2020,Southern,Thyolo,Thyolo East,DPP,0.8777416417327957,3,safe
2020,Southern,Thyolo,Thyolo North,DPP,0.8185807584088386,3,safe
2020,Southern,Thyolo,Thyolo South,DPP,0.9024390243902438,3,safe
2020,Southern,Thyolo,Thyolo South West,DPP,0.9354002189823086,3,safe
2020,Southern,Thyolo,Thyolo Thava,DPP,0.8804368579829687,3,safe
2020,Southern,Thyolo,Thyolo West,DPP,0.6275021144629265,3,safe
2020,Southern,Zomba,Zomba Central/City,MCP,0.05576738171811285,3,tossup
2020,Southern,Zomba,Zomba Changalume,DPP,0.6454049029859417,3,safe
2020,Southern,Zomba,Zomba Chingale,DPP,0.4321048206278027,3,safe
2020,Southern,Zomba,Zomba Chisi,DPP,0.8111674506689475,3,safe
2020,Southern,Zomba,Zomba Likangala,DPP,0.7524247491638796,3,safe
2020,Southern,Zomba,Zomba Lisanjala,DPP,0.6297588200119594,3,safe
2020,Southern,Zomba,Zomba Malosa,DPP,0.12840161708803477,3,lean
2020,Southern,Zomba,Zomba Nsondole,DPP,0.721051094890511,3,safe
2020,Southern,Zomba,Zomba Ntonya,DPP,0.677362443488808,3,safe
2020,Southern,Zomba,Zomba Thondwe,DPP,0.6642285342760779,3,safe
