year,district,constituency,enp
2004,Rumphi,Rumphi Central,2.239920479323068
2004,Rumphi,Rumphi East,2.743581712897413
2004,Rumphi,Rumphi North,3.2394042973854935
2004,Rumphi,Rumphi West,5.698217636240174
2004,Salima,Salima Central,3.0525963591403116
2004,Salima,Salima North,1.8455820178683715
2004,Salima,Salima North-Wes,2.2480641206241767
2004,Salima,Salima South,2.928333835201165
2004,Salima,Salima South-Eas,4.340124612174757
2004,Thyolo,Thyolo Central,2.2265216243829107
2004,Thyolo,Thyolo East,2.174923127857953
2004,Thyolo,Thyolo North,3.334286847203965
2004,Thyolo,Thyolo South,2.1881510597529528
2004,Thyolo,Thyolo South Wes,5.6498306777745695
2004,Thyolo,Thyolo Thava,5.5148218861699565
2004,Thyolo,Thyolo West,2.4665445570575244
2004,Zomba,Zomba Central,4.7038101233101495
2004,Zomba,Zomba Changalume,2.4973882169196076
2004,Zomba,Zomba Chingale,3.6277714975457145
2004,Zomba,Zomba Chisi,2.3339620400965577
2004,Zomba,Zomba Likangala,4.29296573185049
2004,Zomba,Zomba Lisanjala,2.7789855109882295
2004,Zomba,Zomba Malosa,2.402865813379945
2004,Zomba,Zomba Nsondole,3.3145508764536467
2004,Zomba,Zomba Ntonya,4.160743330727029
2004,Zomba,Zomba Thondwe,2.9190122582383284
2009,Balaka,Balaka Central East,3.078168060588434
2009,Balaka,Balaka North,2.416158329714683
2009,Balaka,Balaka South,3.8339719212538164
2009,Balaka,Balaka West,4.639111235392126
2009,Blantyre,Blantyre Bangwe,2.8502290551248355
2009,Blantyre,Blantyre City East,1.8819754611122186
2009,Blantyre,Blantyre City South,3.285147606114511
2009,Blantyre,Blantyre City South East,3.820338839642454
2009,Blantyre,Blantyre City West,2.997803048707546
2009,Blantyre,Blantyre Kabula,3.780883762895614
2009,Blantyre,Blantyre Malabada,2.547957358383476
2009,Blantyre,Blantyre North,5.564248278722374
2009,Blantyre,Blantyre North East,3.2759981816197508
2009,Blantyre,Blantyre Rural East,4.185558671507998
2009,Blantyre,Blantyre South West,3.765416505228462
2009,Blantyre,Blantyre West,2.4163219285571262
2009,Chikwawa,Chikwawa Central,4.345252025818793
2009,Chikwawa,Chikwawa East,4.198349763343444
2009,Chikwawa,Chikwawa Mkombezi,1.5927961185628874
2009,Chikwawa,Chikwawa North,3.0571035386596073
2009,Chikwawa,Chikwawa South,4.6887719660306795
2009,Chikwawa,Chikwawa West,2.74010567069359
2009,Chiradzulu,Chiradzulu Central,3.0905869179114136
2009,Chiradzulu,Chiradzulu East,2.0041636835353547
2009,Chiradzulu,Chiradzulu North,3.738905853904199
2009,Chiradzulu,Chiradzulu South,4.050106847433115
2009,Chiradzulu,Chiradzulu West,3.4872993625814415
2009,Chitipa,Chitipa Central,2.6162609535131063
2009,Chitipa,Chitipa East,2.1227050390560342
2009,Chitipa,Chitipa North,2.834503005640989
2009,Chitipa,Chitipa South,3.354924346590333
2009,Chitipa,Chitipa Wenya,1.8288655507998757
2009,Dedza,Dedza Central,2.4821910009748605
2009,Dedza,Dedza Central East,2.8915252110067207
2009,Dedza,Dedza East,4.076742378461547
2009,Dedza,Dedza North,2.865460951138614
2009,Dedza,Dedza North West,1.6861830637654542
2009,Dedza,Dedza South,2.8706057986768787
2009,Dedza,Dedza South West,2.490989053695846
2009,Dedza,Dedza West,1.839123581585059
2009,Dowa,Dowa Central,2.044277690193774
2009,Dowa,Dowa East,4.019732776398256
2009,Dowa,Dowa Ngala,3.434344511664311
2009,Dowa,Dowa North,3.2260670413735317
2009,Dowa,Dowa North East,3.8608531215215804
2009,Dowa,Dowa South East,4.655660876489832
2009,Dowa,Dowa West,2.9744129060344573
2009,Karonga,Karonga Central,1.9984370106605251
2009,Karonga,Karonga North,3.503492882825548
2009,Karonga,Karonga North West,3.3505732529351926
2009,Karonga,Karonga Nyungwe,2.8086060107642723
2009,Karonga,Karonga South,2.963812129305594
2009,Kasungu,Kasungu Central,2.318949734237656
2009,Kasungu,Kasungu East,2.3576766194483123
2009,Kasungu,Kasungu North,2.5950055835509516
2009,Kasungu,Kasungu North East,2.9545411915266815
2009,Kasungu,Kasungu North North East,1.8809051983666207
2009,Kasungu,Kasungu North West,2.3194245238519704
2009,Kasungu,Kasungu South,3.1534810450321333
2009,Kasungu,Kasungu South East,3.2807452992201904
2009,Kasungu,Kasungu West,2.8631514725035245
2009,Likoma,Likoma Islands,3.9603810238107178
2009,Lilongwe,Lilongwe Central,2.498953858667889
2009,Lilongwe,Lilongwe City Centre,4.383653237345172
2009,Lilongwe,Lilongwe City North,4.853888358095494
2009,Lilongwe,Lilongwe City South East,2.9747554488757935
2009,Lilongwe,Lilongwe City South West,3.194879329535164
2009,Lilongwe,Lilongwe City West,3.265743798771694
2009,Lilongwe,Lilongwe East,4.31545235400732
2009,Lilongwe,Lilongwe Kumachenga,2.65923145412225
2009,Lilongwe,Lilongwe Mpenu,3.6017379172383635
2009,Lilongwe,Lilongwe Mpenu Nkhoma,2.7774734389915463
2009,Lilongwe,Lilongwe Msozi South,3.267609917212405
2009,Lilongwe,Lilongwe North,2.995405136135853
2009,Lilongwe,Lilongwe North East,4.184631193657299
2009,Lilongwe,Lilongwe North West,2.581908674192379
2009,Lilongwe,Lilongwe South,3.7078668321123875
2009,Lilongwe,Lilongwe South East,1.8300397913847855
2009,Lilongwe,Lilongwe South West,3.188203878742936
2009,Lilongwe,Mapuyu North,3.1076549400430755
2009,Lilongwe,Mapuyu South,2.8353351145947063
2009,Lilongwe,Msinja North,2.2346193563556342
2009,Lilongwe,Msinja South,1.7808285289447878
2009,Lilongwe,Msozi North,3.189252747677797
2009,Machinga,Machinga Central,2.53949170803269
2009,Machinga,Machinga Central East,3.13403749728851
2009,Machinga,Machinga East,2.6748547764781283
2009,Machinga,Machinga Likwenu,4.200481561349504
2009,Machinga,Machinga North East,2.7993071060598496
2009,Machinga,Machinga South,3.402962942050395
2009,Machinga,Machinga South East,2.5883255985335816
2009,Mangochi,Mangochi Central,3.3776186504754673
2009,Mangochi,Mangochi East,2.7727746005888703
2009,Mangochi,Mangochi Lutende,4.526144961898909
2009,Mangochi,Mangochi Malombe,5.188405323878006
2009,Mangochi,Mangochi Masongola,7.0736190919499276
2009,Mangochi,Mangochi Monkey Bay,3.676626412225958
2009,Mangochi,Mangochi Nkungulu,3.9083619633717475
2009,Mangochi,Mangochi North,2.428799973761348
2009,Mangochi,Mangochi North East,6.642642056464323
2009,Mangochi,Mangochi South,3.425516720231844
2009,Mangochi,Mangochi South West,4.561871467136334
2009,Mangochi,Mangochi West,5.393866960214539
2009,Mchinji,Mchinji East,2.949328411653417
2009,Mchinji,Mchinji North,2.8145301925491384
2009,Mchinji,Mchinji North East,2.3466632841975232
2009,Mchinji,Mchinji South,2.6595689959969517
2009,Mchinji,Mchinji South West,2.7355403615035563
2009,Mchinji,Mchinji West,3.944708541029335
2009,Mulanje,Mulanje Bale,2.794150588366268
2009,Mulanje,Mulanje Central,2.248514965693641
2009,Mulanje,Mulanje Limbuli,2.7737689306085844
2009,Mulanje,Mulanje North,5.623982011837238
2009,Mulanje,Mulanje Pasani,4.121682032112016
2009,Mulanje,Mulanje South,3.0385011631833114
2009,Mulanje,Mulanje South East,3.2778485923898244
2009,Mulanje,Mulanje South West,2.2037260401882137
2009,Mulanje,Mulanje West,2.156089145079698
2009,Mwanza,Mwanza Central,2.292569609601328
2009,Mwanza,Mwanza West,3.2176038256437214
2009,Mzimba,Mzimba Central,2.7301441810042584
2009,Mzimba,Mzimba East,2.3988593470174955
2009,Mzimba,Mzimba Hora,1.50530913635238
2009,Mzimba,Mzimba Luwerezi,1.8280718078736762
2009,Mzimba,Mzimba North,1.3662297731911672
2009,Mzimba,Mzimba North East,2.2007779104257987
2009,Mzimba,Mzimba Solola,2.429169651011646
2009,Mzimba,Mzimba South,3.3897458050925353
2009,Mzimba,Mzimba South East,3.5855973367123846
2009,Mzimba,Mzimba South West,1.5529517958222283
2009,Mzimba,Mzimba West,2.467327838228447
2009,Mzuzu,Mzuzu City,2.1841524746874312
2009,Neno,Neno North,2.4716984785171174
2009,Neno,Neno South,4.428942351567815
2009,Nkhatabay,Nkhata Bay Central,2.028055916527767
2009,Nkhatabay,Nkhata Bay North,2.347321996142739
2009,Nkhatabay,Nkhata Bay North West,2.5865250833797995
2009,Nkhatabay,Nkhata Bay South,3.053946649915334
2009,Nkhatabay,Nkhata Bay South East,4.495010893368315
2009,Nkhatabay,Nkhata Bay West,2.072579359622557
2009,Nkhotakota,Nkhota Kota Central,3.871850896193253
2009,Nkhotakota,Nkhota Kota North,1.9172728610895897
2009,Nkhotakota,Nkhota Kota North East,2.0486364459228974
2009,Nkhotakota,Nkhota Kota South,4.402140783304621
2009,Nkhotakota,Nkhota Kota South East,4.216656862774227
2009,Nsanje,Nsanje Central,2.601747039627253
2009,Nsanje,Nsanje Lalanje,3.5825049220984866
2009,Nsanje,Nsanje North,4.272324313953966
2009,Nsanje,Nsanje South,3.4047319019786966
2009,Nsanje,Nsanje South West,4.296527926476833
2009,Ntcheu,Ntcheu Bwanje North,2.9530365658293505
2009,Ntcheu,Ntcheu Bwanje South,3.1188056021725563
2009,Ntcheu,Ntcheu Central,6.199311917118749
2009,Ntcheu,Ntcheu North,4.067960984272751
2009,Ntcheu,Ntcheu North East,3.397927402935383
2009,Ntcheu,Ntcheu South,4.673860079610806
2009,Ntcheu,Ntcheu West,4.305780389906938
2009,Ntchisi,Ntchisi East,2.794833661557301
2009,Ntchisi,Ntchisi North,1.5758249250275103
2009,Ntchisi,Ntchisi North East,2.581678867030821
2009,Ntchisi,Ntchisi South,1.9029341454411086
2009,Phalombe,Phalombe Central,1.7558689957290523
2009,Phalombe,Phalombe East,2.4423584327880943
2009,Phalombe,Phalombe North,2.3823067609435085
2009,Phalombe,Phalombe North East,2.8951964612401424
2009,Phalombe,Phalombe South,3.162543090906881
2009,Rumphi,Rumphi Central,1.6761117852885599
2009,Rumphi,Rumphi East,3.337452923109744
2009,Rumphi,Rumphi North,2.687636670288513
2009,Rumphi,Rumphi West,2.4318452583782233
2009,Salima,Salima Central,6.174108615444636
2009,Salima,Salima North,2.8679636444795134
2009,Salima,Salima North West,4.981968891201948
2009,Salima,Salima South,4.345241577262741
2009,Salima,Salima South East,4.872929287805846
2009,Thyolo,Thyolo Central,2.263355568084413
2009,Thyolo,Thyolo East,1.4748482558728488
2009,Thyolo,Thyolo North,3.072944963708905
2009,Thyolo,Thyolo South,5.244404022583445
2009,Thyolo,Thyolo South West,6.867870185609274
2009,Thyolo,Thyolo Thava,2.5745962474770896
2009,Thyolo,Thyolo West,2.1037633939219216
2009,Zomba,Zomba Central,4.411517492205266
2009,Zomba,Zomba Changalume,3.001284099328953
2009,Zomba,Zomba Chingale,3.9584171677725815
2009,Zomba,Zomba Chisi,2.270130053510408
2009,Zomba,Zomba Likangala,4.009619655670003
2009,Zomba,Zomba Lisanjala,3.810665359622169
2009,Zomba,Zomba Malosa,2.137337273044609
2009,Zomba,Zomba Nsondole,3.446448975020533
2009,Zomba,Zomba Ntonya,3.848859685551282
2009,Zomba,Zomba Thondwe,2.599366993200131
2014,Balaka,Balaka Central East,4.664604459728395
2014,Balaka,Balaka North,2.7331366013561813
2014,Balaka,Balaka South,4.730175231776155
2014,Balaka,Balaka West,3.770217241459738
2014,Blantyre,Blantyre Bangwe,2.9866383019063374
2014,Blantyre,Blantyre City Centre,5.232066107066705
2014,Blantyre,Blantyre City East,3.15145767901286
2014,Blantyre,Blantyre City South,6.9281047040804795
2014,Blantyre,Blantyre City South East,2.803721587798354
2014,Blantyre,Blantyre City West,3.722442336194116
2014,Blantyre,Blantyre Kabula,4.227576223450392
2014,Blantyre,Blantyre Malabada,4.587160066669829
2014,Blantyre,Blantyre North East,3.3335597548646514
2014,Blantyre,Blantyre Rural East,4.276691059898735
2014,Blantyre,Blantyre South West,4.568706093721355
2014,Blantyre,Blantyre West,3.7639219313703753
2014,Chikwawa,Chikwawa Central,3.965080606594014
2014,Chikwawa,Chikwawa East,3.6399273810160713
2014,Chikwawa,Chikwawa Mkombezi,2.4876181663798627
2014,Chikwawa,Chikwawa North,3.3837273992014474
2014,Chikwawa,Chikwawa South,3.156262840411957
2014,Chikwawa,Chikwawa West,3.122698922643105
2014,Chiradzulu,Chiradzulu Central,4.868028472603314
2014,Chiradzulu,Chiradzulu East,2.7489856742274843
2014,Chiradzulu,Chiradzulu North,5.138509387075652
2014,Chiradzulu,Chiradzulu South,2.1795458328888384
2014,Chiradzulu,Chiradzulu West,2.9560847574849975
2014,Chitipa,Chitipa Central,4.3104062001793935
2014,Chitipa,Chitipa East,2.7059301345967697
2014,Chitipa,Chitipa North,2.107376276269589
2014,Chitipa,Chitipa South,3.348218895272248
2014,Chitipa,Chitipa Wenya,5.101135300030387
2014,Dedza,Dedza Central,2.205474239234987
2014,Dedza,Dedza Central East,4.8312823243271525
2014,Dedza,Dedza East,2.4433121844387466
2014,Dedza,Dedza North,2.8994602372979577
2014,Dedza,Dedza North West,3.7124137379611906
2014,Dedza,Dedza South,2.9110049918620646
2014,Dedza,Dedza South West,2.628278685183316
2014,Dedza,Dedza West,2.4025052699828273
2014,Dowa,Dowa Central,3.2701914708692286
2014,Dowa,Dowa East,4.088565066903607
2014,Dowa,Dowa Ngala,2.980422004344347
2014,Dowa,Dowa North,3.446670023281007
2014,Dowa,Dowa North East,2.456378946829665
2014,Dowa,Dowa South East,2.5913694416260746
2014,Dowa,Dowa West,2.281520352192153
2014,Karonga,Karonga Central,2.042540957632909
2014,Karonga,Karonga North,2.1816532942714835
2014,Karonga,Karonga North West,2.5807458779856645
2014,Karonga,Karonga Nyungwe,3.6262921730294844
2014,Karonga,Karonga South,2.764041718249444
2014,Kasungu,Kasungu Central,2.9590566625545835
2014,Kasungu,Kasungu East,2.859932309246829
2014,Kasungu,Kasungu North,3.682940177269152
2014,Kasungu,Kasungu North East,3.1815768247465726
2014,Kasungu,Kasungu North North East,4.935621745443452
2014,Kasungu,Kasungu North West,3.670040428001624
2014,Kasungu,Kasungu South,6.067116351094136
2014,Kasungu,Kasungu South East,3.4011250914992615
2014,Kasungu,Kasungu West,4.201169944948962
2014,Likoma,Likoma Islands,3.9813378946932283
2014,Lilongwe,Lilongwe Central,2.996333710015965
2014,Lilongwe,Lilongwe City Centre,4.377222721747656
2014,Lilongwe,Lilongwe City North,4.579398987448665
2014,Lilongwe,Lilongwe City South East,4.954481655528517
2014,Lilongwe,Lilongwe City South West,4.042852952358592
2014,Lilongwe,Lilongwe City West,3.7222031471024875
2014,Lilongwe,Lilongwe East,3.613640885898843
2014,Lilongwe,Lilongwe Kumachenga,2.567465053040743
2014,Lilongwe,Lilongwe Mpenu,2.507184077279606
2014,Lilongwe,Lilongwe Mpenu Nkhoma,3.6426797721411512
2014,Lilongwe,Lilongwe Msozi South,2.797140183739671
2014,Lilongwe,Lilongwe North,1.9784263199168828
2014,Lilongwe,Lilongwe North East,3.2009317909519446
2014,Lilongwe,Lilongwe North West,1.2161052866770432
2014,Lilongwe,Lilongwe South,2.3592249568697983
2014,Lilongwe,Lilongwe South East,1.6512950578662458
2014,Lilongwe,Lilongwe South West,4.54587885843349
2014,Lilongwe,Mapuyu North,2.4376396387300994
2014,Lilongwe,Mapuyu South,2.4334998628192865
2014,Lilongwe,Msinja North,4.7938088339506555
2014,Lilongwe,Msinja South,3.1987419430294963
2014,Lilongwe,Msozi North,4.810778604353282
2014,Machinga,Machinga Central,5.760086780346504
2014,Machinga,Machinga Central East,4.672601114690968
2014,Machinga,Machinga East,3.0477623922296195
2014,Machinga,Machinga Likwenu,7.667986998705771
2014,Machinga,Machinga North East,3.20413442585164
2014,Machinga,Machinga South,2.6886982612555954
2014,Machinga,Machinga South East,3.965650180590995
2014,Mangochi,Mangochi Central,4.3162849403798385
2014,Mangochi,Mangochi East,2.4942347085517205
2014,Mangochi,Mangochi Lutende,3.337405091582282
2014,Mangochi,Mangochi Malombe,4.021383922432164
2014,Mangochi,Mangochi Masongola,3.326346860385952
2014,Mangochi,Mangochi Monkey Bay,3.5971372076878265
2014,Mangochi,Mangochi Nkungulu,2.049373859285092
2014,Mangochi,Mangochi North,4.373713352012909
2014,Mangochi,Mangochi North East,2.734074433698542
2014,Mangochi,Mangochi South,2.981393885578782
2014,Mangochi,Mangochi South West,5.632107970010683
2014,Mangochi,Mangochi West,5.841946079313269
2014,Mchinji,Mchinji East,5.718167008309819
2014,Mchinji,Mchinji North,3.158247080237192
2014,Mchinji,Mchinji North East,2.620146302829794
2014,Mchinji,Mchinji South,3.0836802736186666
2014,Mchinji,Mchinji South West,2.8866826998252635
2014,Mchinji,Mchinji West,3.233603893389341
2014,Mulanje,Mulanje Bale,2.280613183051983
2014,Mulanje,Mulanje Central,3.3145851563030075
2014,Mulanje,Mulanje Limbuli,2.416306055715318
2014,Mulanje,Mulanje North,4.1645179611752345
2014,Mulanje,Mulanje Pasani,3.43097791154563
2014,Mulanje,Mulanje South,3.4051414956763275
2014,Mulanje,Mulanje South East,3.2619135501246928
2014,Mulanje,Mulanje South West,3.584995795028042
2014,Mulanje,Mulanje West,2.225807681442485
2014,Mwanza,Mwanza Central,3.4253462535917447
2014,Mwanza,Mwanza West,3.458074545513112
2014,Mzimba,Mzimba Central,2.053557462385998
2014,Mzimba,Mzimba East,3.5934785803312415
2014,Mzimba,Mzimba Hora,1.4503381311552042
2014,Mzimba,Mzimba Luwerezi,4.341416381429879
2014,Mzimba,Mzimba North,3.908109942375915
2014,Mzimba,Mzimba North East,2.6934523288178958
2014,Mzimba,Mzimba Solola,4.805074977781497
2014,Mzimba,Mzimba South,3.507339865218356
2014,Mzimba,Mzimba South East,3.0640104320999995
2014,Mzimba,Mzimba South West,3.805228015809319
2014,Mzimba,Mzimba West,2.6473347149288866
2014,Mzuzu,Mzuzu City,3.80104057618143
2014,Neno,Neno North,4.73340958447453
2014,Neno,Neno South,5.557072995577337
2014,Nkhatabay,Nkhata Bay Central,2.321242663804021
2014,Nkhatabay,Nkhata Bay North,1.9473659861023018
2014,Nkhatabay,Nkhata Bay North West,4.838425886991087
2014,Nkhatabay,Nkhata Bay South,1.9334378973010795
2014,Nkhatabay,Nkhata Bay South East,3.16176521265671
2014,Nkhatabay,Nkhata Bay West,3.6005277958041466
2014,Nkhotakota,Nkhota Kota Central,4.2380498809831995
2014,Nkhotakota,Nkhota Kota North,4.019519162834185
2014,Nkhotakota,Nkhota Kota North East,6.219142849683171
2014,Nkhotakota,Nkhota Kota South,3.5216738648550154
2014,Nkhotakota,Nkhota Kota South East,5.060963224674839
2014,Nsanje,Nsanje Central,4.43329634204108
2014,Nsanje,Nsanje Lalanje,2.7318494669555484
2014,Nsanje,Nsanje North,2.9802987366859854
2014,Nsanje,Nsanje South,2.5706812638284102
2014,Nsanje,Nsanje South West,5.7300973586827855
2014,Ntcheu,Ntcheu Bwanje North,5.369693209186687
2014,Ntcheu,Ntcheu Bwanje South,4.486468599817611
2014,Ntcheu,Ntcheu Central,4.040557437416434
2014,Ntcheu,Ntcheu North,4.22240767522391
2014,Ntcheu,Ntcheu North East,5.140371360183691
2014,Ntcheu,Ntcheu South,2.4311797303460376
2014,Ntcheu,Ntcheu West,3.6291078949320412
2014,Ntchisi,Ntchisi East,3.1438286378562217
2014,Ntchisi,Ntchisi North,4.242210906034845
2014,Ntchisi,Ntchisi North East,3.164440274512256
2014,Ntchisi,Ntchisi South,2.4585958177439062
2014,Phalombe,Phalombe Central,3.9878019232397035
2014,Phalombe,Phalombe East,2.8741626153682787
2014,Phalombe,Phalombe North,2.2260723150378063
2014,Phalombe,Phalombe North East,3.6952088271221974
2014,Phalombe,Phalombe South,2.3530715141235805
2014,Rumphi,Rumphi Central,3.7655440720302944
2014,Rumphi,Rumphi East,3.983318200046296
2014,Rumphi,Rumphi North,2.579672180057399
2014,Rumphi,Rumphi West,2.5779530118529803
2014,Salima,Salima Central,5.22927180600875
2014,Salima,Salima North,3.565551373934024
2014,Salima,Salima North West,2.588201585524975
2014,Salima,Salima South,3.501736068773357
2014,Salima,Salima South East,4.604376787228866
2014,Thyolo,Thyolo Central,2.7880674735478785
2014,Thyolo,Thyolo East,1.2306336822206023
2014,Thyolo,Thyolo North,3.494475506929547
2014,Thyolo,Thyolo South,4.816145886383575
2014,Thyolo,Thyolo South West,4.810071224223413
2014,Thyolo,Thyolo Thava,1.9681423639021094
2014,Thyolo,Thyolo West,4.733110456031905
2014,Zomba,Zomba Central,4.2744979459238825
2014,Zomba,Zomba Changalume,4.616472129303611
2014,Zomba,Zomba Chingale,3.6392256209241225
2014,Zomba,Zomba Chisi,2.9999151642524864
2014,Zomba,Zomba Likangala,4.396736813632405
2014,Zomba,Zomba Lisanjala,2.790491737894427
2014,Zomba,Zomba Malosa,3.45223082223916
2014,Zomba,Zomba Nsondole,5.1357984414418105
2014,Zomba,Zomba Ntonya,3.5100241182095737
2014,Zomba,Zomba Thondwe,2.634565303693144
2019,Balaka,Balaka Central East,3.0958013483090614
2019,Balaka,Balaka North,3.085645106518644
2019,Balaka,Balaka South,5.543514111200951
2019,Balaka,Balaka West,3.7060366087893235
2019,Blantyre,Blantyre Bangwe,2.3113874992102414
2019,Blantyre,Blantyre City Centre,4.597742980316152
2019,Blantyre,Blantyre City East,2.0737641441503847
2019,Blantyre,Blantyre City South,3.9504584110900907
2019,Blantyre,Blantyre City South East,2.284139981668452
2019,Blantyre,Blantyre City West,4.858264465821813
2019,Blantyre,Blantyre Kabula,3.4151539983365984
2019,Blantyre,Blantyre Malabada,6.631220319440767
2019,Blantyre,Blantyre North,2.4465018561532657
2019,Blantyre,Blantyre North East,3.5609289182482162
2019,Blantyre,Blantyre Rural East,2.0043590820993584
2019,Blantyre,Blantyre South West,3.4283762227377697
2019,Blantyre,Blantyre West,5.560113561557717
2019,Chikhwawa,Chikhwawa Central,4.267740801880577
2019,Chikhwawa,Chikhwawa East,3.737745433039577
2019,Chikhwawa,Chikhwawa Mkombezi,3.484872697002296
2019,Chikhwawa,Chikhwawa North,1.9966983774984937
2019,Chikhwawa,Chikhwawa South,1.9323577459341363
2019,Chikhwawa,Chikhwawa West,2.698469113205058
2019,Chiradzulu,Chiradzulu Central,1.6835994551662707
2019,Chiradzulu,Chiradzulu East,2.070524658551594
2019,Chiradzulu,Chiradzulu North,4.924868123939212
2019,Chiradzulu,Chiradzulu South,1.4361931647264767
2019,Chiradzulu,Chiradzulu West,2.07273533814662
2019,Chitipa,Chitipa Central,2.3601183789256046
2019,Chitipa,Chitipa East,3.571316172217331
2019,Chitipa,Chitipa North,4.363246691084202
2019,Chitipa,Chitipa South,2.06585433456979
2019,Chitipa,Chitipa Wenya,3.9016687550938722
2019,Dedza,Dedza Central,2.0016044472673213
2019,Dedza,Dedza Central East,4.2482909013737915
2019,Dedza,Dedza East,3.3569966575007886
2019,Dedza,Dedza North,2.7924985867510226
2019,Dedza,Dedza North West,3.179328392865444
2019,Dedza,Dedza South,3.7322574926912417
2019,Dedza,Dedza South West,1.5884034474879438
2019,Dedza,Dedza West,3.7370106191700128
2019,Dowa,Dowa Central,2.2977176570916455
2019,Dowa,Dowa East,1.6553130563436977
2019,Dowa,Dowa Ngala,2.9134364200030114
2019,Dowa,Dowa North,2.3914184110260046
2019,Dowa,Dowa North East,4.5029947617989565
2019,Dowa,Dowa South East,2.7325901140163023
2019,Dowa,Dowa West,2.0989454689485885
2019,Karonga,Karonga Central,3.062363273979684
2019,Karonga,Karonga North,1.5673521620153856
2019,Karonga,Karonga North West,2.9879448465866356
2019,Karonga,Karonga Nyungwe,3.31952726995162
2019,Karonga,Karonga South,2.7033602176614973
2019,Kasungu,Kasungu Central,2.043545849216135
2019,Kasungu,Kasungu East,2.157979844147983
2019,Kasungu,Kasungu North,4.8431512808672
2019,Kasungu,Kasungu North East,3.086961015488938
2019,Kasungu,Kasungu North North East,3.558611018831996
2019,Kasungu,Kasungu North West,4.264269978578998
2019,Kasungu,Kasungu South,2.919721105122779
2019,Kasungu,Kasungu South East,3.6187899030106454
2019,Kasungu,Kasungu West,2.2093035382337933
2019,Likoma,Likoma Islands,2.8932999711847733
2019,Lilongwe,Lilongwe Central,3.351914347859909
2019,Lilongwe,Lilongwe City Centre,3.8031879960573303
2019,Lilongwe,Lilongwe City North,3.99924691368673
2019,Lilongwe,Lilongwe City South East,3.224473308989262
2019,Lilongwe,Lilongwe City South West,3.629101065097118
2019,Lilongwe,Lilongwe City West,3.3728514765429884
2019,Lilongwe,Lilongwe East,3.4490705897692386
2019,Lilongwe,Lilongwe Kumachenga,2.1401768454449375
2019,Lilongwe,Lilongwe Mpenu,3.5392449379516986
2019,Lilongwe,Lilongwe Mpenu Nkhoma,2.4244130175372556
2019,Lilongwe,Lilongwe Msinja North,3.163143476741169
2019,Lilongwe,Lilongwe Msinja South,2.703955865124437
2019,Lilongwe,Lilongwe Msozi North,1.416156592605258
2019,Lilongwe,Lilongwe Msozi South,2.961093870856185
2019,Lilongwe,Lilongwe North,4.008415287873154
2019,Lilongwe,Lilongwe North East,1.8184208879278896
2019,Lilongwe,Lilongwe North West,1.1824360757321482
2019,Lilongwe,Lilongwe South East,2.4495490001827585
2019,Lilongwe,Lilongwe South West,3.4092001856378262
2019,Lilongwe,Mapuyu North,1.9393057986690379
2019,Lilongwe,Mapuyu South,2.5873789643278844
2019,Machinga,Machinga Central,6.0752370719712
2019,Machinga,Machinga Central East,4.900677839208107
2019,Machinga,Machinga East,2.264139402480572
2019,Machinga,Machinga Likwenu,3.097454381357028
2019,Machinga,Machinga North East,5.116508800862352
2019,Machinga,Machinga South,4.422826308975349
2019,Machinga,Machinga South East,5.656513761376384
2019,Mangochi,Mangochi Central,4.336034791307392
2019,Mangochi,Mangochi East,2.4025060792378867
2019,Mangochi,Mangochi Lutende,2.800307593538531
2019,Mangochi,Mangochi Malombe,6.866456205396525
2019,Mangochi,Mangochi Masongola,5.273107173322101
2019,Mangochi,Mangochi Monkey Bay,3.55846470595794
2019,Mangochi,Mangochi Nkungulu,3.567013629824251
2019,Mangochi,Mangochi North,3.1834843430096025
2019,Mangochi,Mangochi North East,3.497252574786149
2019,Mangochi,Mangochi South,4.998988195412744
2019,Mangochi,Mangochi South West,5.33417886978523
2019,Mangochi,Mangochi West,5.569765846482571
2019,Mchinji,Mchinji Central,3.0046121379149993
2019,Mchinji,Mchinji East,4.246317846737497
2019,Mchinji,Mchinji North,2.7080025624470383
2019,Mchinji,Mchinji North East,2.822489008247785
2019,Mchinji,Mchinji South,2.460580207399451
2019,Mchinji,Mchinji South West,3.2516812290985024
2019,Mulanje,Mulanje Bale,2.0976605014617524
2019,Mulanje,Mulanje Central,1.502674383385877
2019,Mulanje,Mulanje Limbuli,2.218919113680009
2019,Mulanje,Mulanje North,3.2524155577029843
2019,Mulanje,Mulanje Pasani,4.463343747465194
2019,Mulanje,Mulanje South,2.0726239739518797
2019,Mulanje,Mulanje South East,2.6481129669331867
2019,Mulanje,Mulanje South West,4.297941688402255
2019,Mulanje,Mulanje West,3.0311302639709066
2019,Mwanza,Mwanza Central,3.0324877142047866
2019,Mwanza,Mwanza West,4.910941232554539
2019,Mzimba,Mzimba Central,3.853715432736695
2019,Mzimba,Mzimba East,4.799614100952774
2019,Mzimba,Mzimba Hora,2.9130751135314226
2019,Mzimba,Mzimba Luwerezi,4.211049579834041
2019,Mzimba,Mzimba North,4.045444847772845
2019,Mzimba,Mzimba North East,4.032347077560666
2019,Mzimba,Mzimba Solola,5.294073534563925
2019,Mzimba,Mzimba South,3.765972294465952
2019,Mzimba,Mzimba South East,4.220329686576283
2019,Mzimba,Mzimba South West,2.7274411479913656
2019,Mzimba,Mzimba West,3.733390906890928
2019,Mzimba,Mzuzu City,4.440084504677027
