year,region,district,constituency,winner_party,margin,n_cand,tier
2019,Northern,Karonga,Karonga Nyungwe,IND,0.2390852390852391,7,safe
2019,Northern,Karonga,Karonga South,MCP,0.10051107325383307,5,lean
2019,Northern,Likoma,Likoma Islands,MCP,0.3227312013828868,6,safe
2019,Northern,Mzimba,Mzimba Central,IND,0.1416657522221003,5,lean
2019,Northern,Mzimba,Mzimba East,IND,0.1365406190193361,8,lean
2019,Northern,Mzimba,Mzimba Hora,DPP,0.3908211131302033,7,safe
2019,Northern,Mzimba,Mzimba Luwerezi,IND,0.11405122399886797,8,lean
2019,Northern,Mzimba,Mzimba North,AFORD,0.003774112384679895,7,tossup
2019,Northern,Mzimba,Mzimba North East,MCP,0.048228579148231976,8,tossup
2019,Northern,Mzimba,Mzimba Solola,MCP,0.1260406342913776,11,lean
2019,Northern,Mzimba,Mzimba South,IND,0.20560007312391457,8,safe
2019,Northern,Mzimba,Mzimba South East,PP,0.022098120458776238,6,tossup
2019,Northern,Mzimba,Mzimba South West,DPP,0.027481055418606737,4,tossup
2019,Northern,Mzimba,Mzimba West,IND,0.11837589236683138,7,lean
2019,Northern,Mzimba,Mzuzu City,MCP,0.1273972602739726,11,lean
2019,Northern,Nkhatabay,Nkhatabay Central,DPP,0.0005738880918221279,6,tossup
2019,Northern,Nkhatabay,Nkhatabay North,UTM,0.14891766524932354,3,lean
2019,Northern,Nkhatabay,Nkhatabay North West,DPP,0.10494329929202431,10,lean
2019,Northern,Nkhatabay,Nkhatabay South,MCP,0.0465564534064794,8,tossup
2019,Northern,Nkhatabay,Nkhatabay South East,PP,0.1906799491876713,9,lean
2019,Northern,Nkhatabay,Nkhatabay West,UTM,0.1615060688630171,3,lean
2019,Northern,Rumphi,Rumphi Central,IND,0.12401391127322081,6,lean
2019,Northern,Rumphi,Rumphi East,PP,0.1513378832195862,5,lean
2019,Northern,Rumphi,Rumphi North,DPP,0.6343396226415094,4,safe
2019,Northern,Rumphi,Rumphi West,IND,0.28162924206089673,8,safe
2019,Southern,Balaka,Balaka Central East,DPP,0.17874067053666626,7,lean
2019,Southern,Balaka,Balaka North,IND,0.34160748429390875,7,safe
2019,Southern,Balaka,Balaka South,IND,0.11263361115035081,17,lean
2019,Southern,Balaka,Balaka West,DPP,0.09457610026651303,6,tossup
2019,Southern,Blantyre,Blantyre Bangwe,IND,0.2665298279325705,6,safe
2019,Southern,Blantyre,Blantyre City Centre,DPP,0.0885521691536556,9,tossup
2019,Southern,Blantyre,Blantyre City East,IND,0.497708901817433,6,safe
2019,Southern,Blantyre,Blantyre City South,DPP,0.08420432130954275,10,tossup
2019,Southern,Blantyre,Blantyre City South East,DPP,0.39638964742273025,6,safe
2019,Southern,Blantyre,Blantyre City West,UTM,0.0765746333045729,9,tossup
2019,Southern,Blantyre,Blantyre Kabula,IND,0.14705048522516628,10,lean
2019,Southern,Blantyre,Blantyre Malabada,UDF,0.12013233781910851,11,lean
2019,Southern,Blantyre,Blantyre North,DPP,0.41707670043415346,7,safe
2019,Southern,Blantyre,Blantyre North East,IND,0.055640050697084886,6,tossup
2019,Southern,Blantyre,Blantyre Rural East,DPP,0.5438857482891997,5,safe
2019,Southern,Blantyre,Blantyre South West,DPP,0.1591769697522697,7,lean
2019,Southern,Blantyre,Blantyre West,IND,8.428150021067005e-05,11,tossup
2019,Southern,Chikhwawa,Chikhwawa Central,IND,0.14377243509474916,11,lean
2019,Southern,Chikhwawa,Chikhwawa East,UDF,0.008562184343434365,9,tossup
2019,Southern,Chikhwawa,Chikhwawa Mkombezi,MCP,0.0409719859362595,7,tossup
2019,Southern,Chikhwawa,Chikhwawa North,DPP,0.4419685715729372,4,safe
2019,Southern,Chikhwawa,Chikhwawa South,MCP,0.3540247805038156,5,safe
2019,Southern,Chikhwawa,Chikhwawa West,IND,0.1791166365600539,6,lean
2019,Southern,Chiradzulu,Chiradzulu Central,DPP,0.6260117529659608,8,safe
2019,Southern,Chiradzulu,Chiradzulu East,IND,0.2167090951168711,5,safe
2019,Southern,Chiradzulu,Chiradzulu North,IND,0.033002336448598124,8,tossup
2019,Southern,Chiradzulu,Chiradzulu South,DPP,0.7051282051282051,4,safe
2019,Southern,Chiradzulu,Chiradzulu West,IND,0.27129521586931155,5,safe
2019,Southern,Machinga,Machinga Central,DPP,0.007086957982064296,12,tossup
2019,Southern,Machinga,Machinga Central East,DPP,0.059193530270695294,8,tossup
2019,Southern,Machinga,Machinga East,UDF,0.47389711911660193,9,safe
2019,Southern,Machinga,Machinga Likwenu,DPP,0.34540933248817585,8,safe
2019,Southern,Machinga,Machinga North East,IND,0.040549378678875064,7,tossup
2019,Southern,Machinga,Machinga South,UDF,0.04951625503275042,7,tossup
2019,Southern,Machinga,Machinga South East,DPP,0.06344886382267109,8,tossup
2019,Southern,Mangochi,Mangochi Central,DPP,0.10112471137373685,7,lean
2019,Southern,Mangochi,Mangochi East,DPP,0.08858955498344978,5,tossup
2019,Southern,Mangochi,Mangochi Lutende,PP,0.1811931692171213,4,lean
2019,Southern,Mangochi,Mangochi Malombe,UDF,0.02752813890585462,11,tossup
2019,Southern,Mangochi,Mangochi Masongola,IND,0.08167415063966788,9,tossup
2019,Southern,Mangochi,Mangochi Monkey Bay,DPP,0.011212415130940845,8,tossup
2019,Southern,Mangochi,Mangochi Nkungulu,UDF,0.07997417874049634,6,tossup
2019,Southern,Mangochi,Mangochi North,DPP,0.2786162786162786,6,safe
2019,Southern,Mangochi,Mangochi North East,UDF,0.08237154826023768,8,tossup
2019,Southern,Mangochi,Mangochi South,UDF,0.059243934549558036,8,tossup
2019,Southern,Mangochi,Mangochi South West,DPP,0.19836109982391983,9,lean
2019,Southern,Mangochi,Mangochi West,DPP,0.0004551891563827626,10,tossup
2019,Southern,Mulanje,Mulanje Bale,DPP,0.4145348230134698,6,safe
2019,Southern,Mulanje,Mulanje Central,DPP,0.7088948787061995,4,safe
2019,Southern,Mulanje,Mulanje Limbuli,DPP,0.17122320223484733,5,lean
2019,Southern,Mulanje,Mulanje North,IND,0.024443929564411493,6,tossup
2019,Southern,Mulanje,Mulanje Pasani,DPP,0.2692863560017187,9,safe
2019,Southern,Mulanje,Mulanje South,DPP,0.32608977966321806,6,safe
2019,Southern,Mulanje,Mulanje South East,DPP,0.053028356035295154,8,tossup
2019,Southern,Mulanje,Mulanje South West,DPP,0.09338754035633146,8,tossup
2019,Southern,Mulanje,Mulanje West,DPP,0.029762442417125834,6,tossup
2019,Southern,Mwanza,Mwanza Central,DPP,0.05711532283970444,5,tossup
2019,Southern,Mwanza,Mwanza West,DPP,0.14127490519472702,9,lean
2019,Southern,Neno,Neno North,DPP,0.2072077922077922,11,safe
2019,Southern,Neno,Neno South,IND,0.04178693547670853,10,tossup
2019,Southern,Nsanje,Nsanje Central,DPP,0.06546237046265357,5,tossup
2019,Southern,Nsanje,Nsanje Lalanje,DPP,0.28014302741358754,5,safe
2019,Southern,Nsanje,Nsanje North,DPP,0.07355449428620164,4,tossup
2019,Southern,Nsanje,Nsanje South,IND,0.05783256291730865,8,tossup
2019,Southern,Nsanje,Nsanje South West,IND,0.30948719075449316,5,safe
2019,Southern,Phalombe,Phalombe Central,IND,0.4576322244695959,4,safe
2019,Southern,Phalombe,Phalombe East,IND,0.32755528989838617,3,safe
2019,Southern,Phalombe,Phalombe North,DPP,0.10811172586114581,7,lean
2019,Southern,Phalombe,Phalombe North East,DPP,0.10271403353927627,6,lean
2019,Southern,Phalombe,Phalombe South,DPP,0.36651802503626496,10,safe
2019,Southern,Thyolo,Thyolo Central,DPP,0.8079254921183664,6,safe
2019,Southern,Thyolo,Thyolo East,DPP,0.3210252908323781,6,safe
2019,Southern,Thyolo,Thyolo North,IND,0.07171663632383102,7,tossup
2019,Southern,Thyolo,Thyolo South (Thekerani),IND,0.06837016574585636,8,tossup
2019,Southern,Thyolo,Thyolo South West,DPP,0.18972700093123557,6,lean
2019,Southern,Thyolo,Thyolo Thava,DPP,0.7455195899693853,7,safe
2019,Southern,Thyolo,Thyolo West,DPP,0.009033085680688446,6,tossup
2019,Southern,Zomba,Zomba Central/City,DPP,0.13968552762706232,9,lean
2019,Southern,Zomba,Zomba Changalume,PP,0.05244933292595988,9,tossup
2019,Southern,Zomba,Zomba Chingale,DPP,0.060527859237536646,7,tossup
2019,Southern,Zomba,Zomba Chisi,DPP,0.13841709994222995,6,lean
2019,Southern,Zomba,Zomba Likangala,IND,0.36038802428641215,10,safe
2019,Southern,Zomba,Zomba Lisanjala,IND,0.10289245097161281,6,lean
2019,Southern,Zomba,Zomba Malosa,DPP,0.04414814814814816,9,tossup
2019,Southern,Zomba,Zomba Nsondole,DPP,0.0660284951024043,9,tossup
2019,Southern,Zomba,Zomba Ntonya,UDF,0.20787602986228845,16,safe
2019,Southern,Zomba,Zomba Thondwe,IND,0.1939458046853125,8,lean
