year,district,constituency,wasted_share
2014,Lilongwe,Lilongwe Msozi South,0.48507424077810546
2014,Lilongwe,Lilongwe North,0.3064374904827166
2014,Lilongwe,Lilongwe North East,0.536725077761695
2014,Lilongwe,Lilongwe North West,0.09516101756335615
2014,Lilongwe,Lilongwe South,0.4038849784470999
2014,Lilongwe,Lilongwe South East,0.23808279322600878
2014,Lilongwe,Lilongwe South West,0.6520550770976226
2014,Lilongwe,Mapuyu North,0.4359623859259516
2014,Lilongwe,Mapuyu South,0.458517070509615
2014,Lilongwe,Msinja North,0.6447922937989163
2014,Lilongwe,Msinja South,0.554638004107135
2014,Lilongwe,Msozi North,0.7198098814693111
2014,Machinga,Machinga Central,0.7242295430393199
2014,Machinga,Machinga Central East,0.6592546723710876
2014,Machinga,Machinga East,0.5336842638052336
2014,Machinga,Machinga Likwenu,0.8270787653904537
2014,Machinga,Machinga North East,0.5927617439361376
2014,Machinga,Machinga South,0.46402182562237126
2014,Machinga,Machinga South East,0.6663178548070634
2014,Mangochi,Mangochi Central,0.6618404036818216
2014,Mangochi,Mangochi East,0.4286665622062049
2014,Mangochi,Mangochi Lutende,0.6407417658455576
2014,Mangochi,Mangochi Malombe,0.5693775933609959
2014,Mangochi,Mangochi Masongola,0.5515784057917754
2014,Mangochi,Mangochi Monkey Bay,0.6310626702997275
2014,Mangochi,Mangochi Nkungulu,0.37462006079027355
2014,Mangochi,Mangochi North,0.6612088863242931
2014,Mangochi,Mangochi North East,0.44474974636455866
2014,Mangochi,Mangochi South,0.4834655664868296
2014,Mangochi,Mangochi South West,0.756285514127812
2014,Mangochi,Mangochi West,0.7577295068970984
2014,Mchinji,Mchinji East,0.7124726932279205
2014,Mchinji,Mchinji North,0.5652882398155266
2014,Mchinji,Mchinji North East,0.46359570249458204
2014,Mchinji,Mchinji South,0.5385040123684017
2014,Mchinji,Mchinji South West,0.49469411913922123
2014,Mchinji,Mchinji West,0.5342887473460722
2014,Mulanje,Mulanje Bale,0.3972329263196992
2014,Mulanje,Mulanje Central,0.5479241414659148
2014,Mulanje,Mulanje Limbuli,0.4510729753492462
2014,Mulanje,Mulanje North,0.5941735560429673
2014,Mulanje,Mulanje Pasani,0.49690166778796785
2014,Mulanje,Mulanje South,0.599129701167799
2014,Mulanje,Mulanje South East,0.5647340460418443
2014,Mulanje,Mulanje South West,0.5708497650045918
2014,Mulanje,Mulanje West,0.3850833708877873
2014,Mwanza,Mwanza Central,0.5919237240605721
2014,Mwanza,Mwanza West,0.6568772573864645
2014,Mzimba,Mzimba Central,0.3804970713946494
2014,Mzimba,Mzimba East,0.6397839211947887
2014,Mzimba,Mzimba Hora,0.17884520977304486
2014,Mzimba,Mzimba Luwerezi,0.5991072023452595
2014,Mzimba,Mzimba North,0.6338672768878719
2014,Mzimba,Mzimba North East,0.5131105555216782
2014,Mzimba,Mzimba Solola,0.7222363351539015
2014,Mzimba,Mzimba South,0.6316428948758585
2014,Mzimba,Mzimba South East,0.6067578148527375
2014,Mzimba,Mzimba South West,0.6674923623152507
2014,Mzimba,Mzimba West,0.44408179770088385
2014,Mzuzu,Mzuzu City,0.6479763671652015
2014,Neno,Neno North,0.6812913907284768
2014,Neno,Neno South,0.784829523687907
2014,Nkhatabay,Nkhata Bay Central,0.520906359539309
2014,Nkhatabay,Nkhata Bay North,0.41779855353677897
2014,Nkhatabay,Nkhata Bay North West,0.7065555614155372
2014,Nkhatabay,Nkhata Bay South,0.32570298148933163
2014,Nkhatabay,Nkhata Bay South East,0.5252316076294278
2014,Nkhatabay,Nkhata Bay West,0.5731154354808237
2014,Nkhotakota,Nkhota Kota Central,0.6940853340910167
2014,Nkhotakota,Nkhota Kota North,0.6558909146621725
2014,Nkhotakota,Nkhota Kota North East,0.788546255506608
2014,Nkhotakota,Nkhota Kota South,0.5687383620841092
2014,Nkhotakota,Nkhota Kota South East,0.6659367130187233
2014,Nsanje,Nsanje Central,0.625563180148333
2014,Nsanje,Nsanje Lalanje,0.565825496964647
2014,Nsanje,Nsanje North,0.4663907899623322
2014,Nsanje,Nsanje South,0.43991675617615467
2014,Nsanje,Nsanje South West,0.7548724131002612
2014,Ntcheu,Ntcheu Bwanje North,0.7511401234015918
2014,Ntcheu,Ntcheu Bwanje South,0.6850766456266908
2014,Ntcheu,Ntcheu Central,0.5643302363871574
2014,Ntcheu,Ntcheu North,0.6763126491646778
2014,Ntcheu,Ntcheu North East,0.6978069232423134
2014,Ntcheu,Ntcheu South,0.40162721893491127
2014,Ntcheu,Ntcheu West,0.633184917644861
2014,Ntchisi,Ntchisi East,0.596170944223816
2014,Ntchisi,Ntchisi North,0.646579548138235
2014,Ntchisi,Ntchisi North East,0.5747005673460811
2014,Ntchisi,Ntchisi South,0.4185526816279954
2014,Phalombe,Phalombe Central,0.6712608057413146
2014,Phalombe,Phalombe East,0.5354562258443959
2014,Phalombe,Phalombe North,0.38935527199462727
2014,Phalombe,Phalombe North East,0.5882745949557374
2014,Phalombe,Phalombe South,0.4162969938787143
2014,Rumphi,Rumphi Central,0.6375469831849654
2014,Rumphi,Rumphi East,0.6280701754385964
2014,Rumphi,Rumphi North,0.46802343897675003
2014,Rumphi,Rumphi West,0.43630896311861456
2014,Salima,Salima Central,0.7607761501881172
2014,Salima,Salima North,0.5719828466408006
2014,Salima,Salima North West,0.44548189646228864
2014,Salima,Salima South,0.5516284233900814
2014,Salima,Salima South East,0.6570505802496168
2014,Thyolo,Thyolo Central,0.4919875967524321
2014,Thyolo,Thyolo East,0.10034647835171517
2014,Thyolo,Thyolo North,0.6479821087835204
2014,Thyolo,Thyolo South,0.6673209866006657
2014,Thyolo,Thyolo South West,0.6518981843454088
2014,Thyolo,Thyolo Thava,0.30491377588388047
2014,Thyolo,Thyolo West,0.7007161007161007
2014,Zomba,Zomba Central,0.683639176357623
2014,Zomba,Zomba Changalume,0.6888888888888889
2014,Zomba,Zomba Chingale,0.5500450429092978
2014,Zomba,Zomba Chisi,0.5033157244014836
2014,Zomba,Zomba Likangala,0.6660936007640879
2014,Zomba,Zomba Lisanjala,0.4704367728399771
2014,Zomba,Zomba Malosa,0.534134397761409
2014,Zomba,Zomba Nsondole,0.7257883784216423
2014,Zomba,Zomba Ntonya,0.6452650255045465
2014,Zomba,Zomba Thondwe,0.444185360094451
2019,Balaka,Balaka Central East,0.5354519606681674
2019,Balaka,Balaka North,0.48511335700628244
2019,Balaka,Balaka South,0.6666195790365871
2019,Balaka,Balaka West,0.6137002088885688
2019,Blantyre,Blantyre Bangwe,0.4240108306402306
2019,Blantyre,Blantyre City Centre,0.6710837126231491
2019,Blantyre,Blantyre City East,0.3355042990269268
2019,Blantyre,Blantyre City South,0.6322900096341273
2019,Blantyre,Blantyre City South East,0.3831468548367608
2019,Blantyre,Blantyre City West,0.7100593507751938
2019,Blantyre,Blantyre Kabula,0.5851270308581398
2019,Blantyre,Blantyre Malabada,0.737023293244512
2019,Blantyre,Blantyre North,0.3987940183309213
2019,Blantyre,Blantyre North East,0.6484157160963244
2019,Blantyre,Blantyre Rural East,0.3186551621541208
2019,Blantyre,Blantyre South West,0.5716957890414709
2019,Blantyre,Blantyre West,0.744542772861357
2019,Chikhwawa,Chikhwawa Central,0.6292887553218132
2019,Chikhwawa,Chikhwawa East,0.6654829545454546
2019,Chikhwawa,Chikhwawa Mkombezi,0.6215265963479641
2019,Chikhwawa,Chikhwawa North,0.3495562130177515
2019,Chikhwawa,Chikhwawa South,0.3465578074997948
2019,Chikhwawa,Chikhwawa West,0.4993093188821591
2019,Chiradzulu,Chiradzulu Central,0.24229404590309345
2019,Chiradzulu,Chiradzulu East,0.4126822494792872
2019,Chiradzulu,Chiradzulu North,0.7215245327102804
2019,Chiradzulu,Chiradzulu South,0.17533090351045466
2019,Chiradzulu,Chiradzulu West,0.3930655109184864
2019,Chitipa,Chitipa Central,0.4522029964847616
2019,Chitipa,Chitipa East,0.6001467351430667
2019,Chitipa,Chitipa North,0.6679925931006103
2019,Chitipa,Chitipa South,0.33947254647643754
2019,Chitipa,Chitipa Wenya,0.5824819337154249
2019,Dedza,Dedza Central,0.33476315497540954
2019,Dedza,Dedza Central East,0.6457274332495051
2019,Dedza,Dedza East,0.5939583333333334
2019,Dedza,Dedza North,0.5432642379429236
2019,Dedza,Dedza North West,0.5592011412268189
2019,Dedza,Dedza South,0.5861800486618005
2019,Dedza,Dedza South West,0.22402210884353746
2019,Dedza,Dedza West,0.5904728257669434
2019,Dowa,Dowa Central,0.36544437538844
2019,Dowa,Dowa East,0.2379026998826138
2019,Dowa,Dowa Ngala,0.5395865405762041
2019,Dowa,Dowa North,0.4682854311199207
2019,Dowa,Dowa North East,0.6573428788646731
2019,Dowa,Dowa South East,0.46486454337288485
2019,Dowa,Dowa West,0.424218540080609
2019,Karonga,Karonga Central,0.606842400448682
2019,Karonga,Karonga North,0.2192271166630141
2019,Karonga,Karonga North West,0.5744718848862129
2019,Karonga,Karonga Nyungwe,0.5269973269973269
2019,Karonga,Karonga South,0.5306385834494863
2019,Kasungu,Kasungu Central,0.32801194441254167
2019,Kasungu,Kasungu East,0.35816554809843404
2019,Kasungu,Kasungu North,0.6815813845797638
2019,Kasungu,Kasungu North East,0.5095690057569628
2019,Kasungu,Kasungu North North East,0.5471862549800797
2019,Kasungu,Kasungu North West,0.6487329621808409
2019,Kasungu,Kasungu South,0.4547941504272349
2019,Kasungu,Kasungu South East,0.6001066272965879
2019,Kasungu,Kasungu West,0.34615979461164903
2019,Likoma,Likoma Islands,0.47156439066551425
2019,Lilongwe,Lilongwe Central,0.5457498398755605
2019,Lilongwe,Lilongwe City Centre,0.5966965580904655
2019,Lilongwe,Lilongwe City North,0.577985968514716
2019,Lilongwe,Lilongwe City South East,0.5437585536267378
2019,Lilongwe,Lilongwe City South West,0.5649729968037033
2019,Lilongwe,Lilongwe City West,0.5959667433221298
2019,Lilongwe,Lilongwe East,0.6361031518624642
2019,Lilongwe,Lilongwe Kumachenga,0.3473799259214282
2019,Lilongwe,Lilongwe Mpenu,0.6427779398891158
2019,Lilongwe,Lilongwe Mpenu Nkhoma,0.3960590060421316
2019,Lilongwe,Lilongwe Msinja North,0.6132362529884807
2019,Lilongwe,Lilongwe Msinja South,0.5124613345117102
2019,Lilongwe,Lilongwe Msozi North,0.16738931297709925
2019,Lilongwe,Lilongwe Msozi South,0.4872298624754421
2019,Lilongwe,Lilongwe North,0.6167192995047728
2019,Lilongwe,Lilongwe North East,0.2875765476262657
2019,Lilongwe,Lilongwe North West,0.08270070540812902
2019,Lilongwe,Lilongwe South East,0.5251719995631757
2019,Lilongwe,Lilongwe South West,0.6123872990983927
2019,Lilongwe,Mapuyu North,0.327601273328756
2019,Lilongwe,Mapuyu South,0.48445276277170446
2019,Machinga,Machinga Central,0.7835014051909407
2019,Machinga,Machinga Central East,0.7177476835352816
2019,Machinga,Machinga East,0.3614224020116985
2019,Machinga,Machinga Likwenu,0.4764737432346775
2019,Machinga,Machinga North East,0.7115325921081317
2019,Machinga,Machinga South,0.67405804939607
2019,Machinga,Machinga South East,0.7341377840443322
2019,Mangochi,Mangochi Central,0.6645976611962162
2019,Mangochi,Mangochi East,0.5043674144906216
2019,Mangochi,Mangochi Lutende,0.523028018037998
2019,Mangochi,Mangochi Malombe,0.7870168397173022
2019,Mangochi,Mangochi Masongola,0.7038888418198763
2019,Mangochi,Mangochi Monkey Bay,0.6375945683802133
2019,Mangochi,Mangochi Nkungulu,0.6339836465356476
2019,Mangochi,Mangochi North,0.5211965211965213
2019,Mangochi,Mangochi North East,0.6161408908267076
2019,Mangochi,Mangochi South,0.7105510626293022
2019,Mangochi,Mangochi South West,0.6536299607205742
2019,Mangochi,Mangochi West,0.77103985433947
2019,Mchinji,Mchinji Central,0.5026685115635501
2019,Mchinji,Mchinji East,0.6876780752048964
2019,Mchinji,Mchinji North,0.5538498940714758
2019,Mchinji,Mchinji North East,0.6020277089641252
2019,Mchinji,Mchinji South,0.4860824950511049
2019,Mchinji,Mchinji South West,0.5570245459988026
2019,Mulanje,Mulanje Bale,0.3551216456092722
2019,Mulanje,Mulanje Central,0.1936780200931144
2019,Mulanje,Mulanje Limbuli,0.4491980288144637
2019,Mulanje,Mulanje North,0.620771547729379
2019,Mulanje,Mulanje Pasani,0.591187844224835
2019,Mulanje,Mulanje South,0.37452924115839137
2019,Mulanje,Mulanje South East,0.5427625003569491
2019,Mulanje,Mulanje South West,0.6678225517158914
2019,Mulanje,Mulanje West,0.5987264023123475
2019,Mwanza,Mwanza Central,0.5910054609701253
2019,Mwanza,Mwanza West,0.6639980737976283
2019,Mzimba,Mzimba Central,0.620958751393534
2019,Mzimba,Mzimba East,0.6693724015046525
2019,Mzimba,Mzimba Hora,0.454676076575244
2019,Mzimba,Mzimba Luwerezi,0.6314560633932362
2019,Mzimba,Mzimba North,0.7061783617556612
2019,Mzimba,Mzimba North East,0.6781721773784998
2019,Mzimba,Mzimba Solola,0.6883795837462834
2019,Mzimba,Mzimba South,0.586758477803845
2019,Mzimba,Mzimba South East,0.707560199363478
2019,Mzimba,Mzimba South West,0.5674700995161144
2019,Mzimba,Mzimba West,0.6033772652388798
2019,Mzimba,Mzuzu City,0.6586157173756308
2019,Neno,Neno North,0.6283116883116884
2019,Neno,Neno South,0.6796482969936498
2019,Nkhatabay,Nkhatabay Central,0.5398134863701578
2019,Nkhatabay,Nkhatabay North,0.4531310398144569
2019,Nkhatabay,Nkhatabay North West,0.7328488189963035
2019,Nkhatabay,Nkhatabay South,0.6778856846319223
2019,Nkhatabay,Nkhatabay South East,0.5784582469746606
2019,Nkhatabay,Nkhatabay West,0.5255139955412436
2019,Nkhotakota,Nkhotakota Central,0.6099517669061916
2019,Nkhotakota,Nkhotakota North,0.5580451307358618
2019,Nkhotakota,Nkhotakota North East,0.6455939886977582
2019,Nkhotakota,Nkhotakota South,0.5580142764438676
2019,Nkhotakota,Nkhotakota South East,0.6831392261672979
2019,Nsanje,Nsanje Central,0.5021235630556657
2019,Nsanje,Nsanje Lalanje,0.46979737783075093
2019,Nsanje,Nsanje North,0.48716527375063956
2019,Nsanje,Nsanje South,0.5658448895737032
2019,Nsanje,Nsanje South West,0.43129586500856876
2019,Ntcheu,Ntcheu Bwanje North,0.7512388945935087
2019,Ntcheu,Ntcheu Bwanje South,0.6063231695217938
2019,Ntcheu,Ntcheu Central,0.7130136511676253
2019,Ntcheu,Ntcheu North,0.5745363963465264
2019,Ntcheu,Ntcheu North East,0.600655038464468
2019,Ntcheu,Ntcheu South,0.6568185273399889
2019,Ntcheu,Ntcheu West,0.4892387334680708
2019,Ntchisi,Ntchisi East,0.6521532865953297
2019,Ntchisi,Ntchisi North,0.4649217261658246
2019,Ntchisi,Ntchisi North East,0.4497282608695652
2019,Ntchisi,Ntchisi South,0.6477309182439602
2019,Phalombe,Phalombe Central,0.2842019193527564
2019,Phalombe,Phalombe East,0.346682606096832
2019,Phalombe,Phalombe North,0.5990986971265393
2019,Phalombe,Phalombe North East,0.5896954986760812
2019,Phalombe,Phalombe South,0.4019771127706442
2019,Rumphi,Rumphi Central,0.6370345237085419
2019,Rumphi,Rumphi East,0.49853753656158595
2019,Rumphi,Rumphi North,0.2513207547169811
2019,Rumphi,Rumphi West,0.4571978780611874
2019,Salima,Salima Central,0.4891941627080926
2019,Salima,Salima North,0.4795794581479984
2019,Salima,Salima North West,0.4587899646771125
2019,Salima,Salima South,0.5375195924764891
2019,Salima,Salima South East,0.5448637051993943
2019,Thyolo,Thyolo Central,0.13796267971856835
2019,Thyolo,Thyolo East,0.4338219154695998
2019,Thyolo,Thyolo North,0.6077955943911979
2019,Thyolo,Thyolo South (Thekerani),0.6529005524861878
2019,Thyolo,Thyolo South West,0.4915943733764643
2019,Thyolo,Thyolo Thava,0.19039592721268617
2019,Thyolo,Thyolo West,0.7074669944946282
2019,Zomba,Zomba Central/City,0.6758941423984055
2019,Zomba,Zomba Changalume,0.6019452082696812
2019,Zomba,Zomba Chingale,0.7031671554252199
2019,Zomba,Zomba Chisi,0.4925476603119584
2019,Zomba,Zomba Likangala,0.3960150743247959
2019,Zomba,Zomba Lisanjala,0.4851795468791976
2019,Zomba,Zomba Malosa,0.6349135802469136
2019,Zomba,Zomba Nsondole,0.6971504897595726
2019,Zomba,Zomba Ntonya,0.6619474225290057
2019,Zomba,Zomba Thondwe,0.5682108079519647
